C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_38_310.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_38_310.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_38_310.jpg,0,0,0,19.32809
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_38_413.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_38_413.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_38_413.jpg,0,0,0,19.14287
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_38_514.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_38_514.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_38_514.jpg,0,0,0,18.92596
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_38_618.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_38_618.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_38_618.jpg,0,0,0,18.56139
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_38_720.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_38_720.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_38_720.jpg,0,0,0,18.68406
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_38_824.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_38_824.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_38_824.jpg,0,0,0,18.08484
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_38_931.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_38_931.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_38_931.jpg,0,0,0,18.36905
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_39_032.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_39_032.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_39_032.jpg,0,0,0,17.67562
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_39_138.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_39_138.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_39_138.jpg,-0.004694836,0,0,17.4541
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_39_242.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_39_242.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_39_242.jpg,-0.004694836,0,0,17.79762
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_39_345.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_39_345.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_39_345.jpg,-0.02816901,0,0,17.09148
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_39_449.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_39_449.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_39_449.jpg,-0.06103287,0.009590626,0,17.56567
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_39_554.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_39_554.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_39_554.jpg,-0.07042254,0,0,16.85698
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_39_657.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_39_657.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_39_657.jpg,-0.07981221,0,0,16.64513
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_39_762.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_39_762.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_39_762.jpg,-0.1032864,0,0,17.01376
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_39_872.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_39_872.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_39_872.jpg,-0.1032864,0,0,16.30024
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_39_978.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_39_978.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_39_978.jpg,-0.1032864,0,0,16.68039
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_40_083.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_40_083.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_40_083.jpg,-0.1079812,0,0,15.97065
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_40_186.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_40_186.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_40_186.jpg,-0.1079812,0.3145574,0,16.13908
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_40_290.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_40_290.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_40_290.jpg,-0.1079812,0.3153066,0,16.87879
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_40_384.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_40_384.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_40_384.jpg,-0.1079812,0.001525789,0,16.323
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_40_495.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_40_495.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_40_495.jpg,-0.04694836,0,0,16.70218
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_40_600.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_40_600.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_40_600.jpg,-0.02816901,0,0,15.9943
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_40_702.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_40_702.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_40_702.jpg,0.004694836,0,0,16.3819
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_40_806.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_40_806.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_40_806.jpg,0.01408451,0,0,16.19165
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_40_910.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_40_910.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_40_910.jpg,0.03755869,0,0,15.49814
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_41_011.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_41_011.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_41_011.jpg,0.03755869,0,0,15.88271
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_41_116.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_41_116.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_41_116.jpg,0.03755869,0.3186619,0,15.39435
C:\Users\Amaury\Desktop\training_2\IMG\center_2019_04_23_19_59_41_222.jpg,C:\Users\Amaury\Desktop\training_2\IMG\left_2019_04_23_19_59_41_222.jpg,C:\Users\Amaury\Desktop\training_2\IMG\right_2019_04_23_19_59_41_222.jpg,0.04225352,0.009978861,0,15.93857
